28wkSlope,48wkSlope,WinLoss28,WinLoss48,PL
39.51833607,25.41969713,57.14285714,54.54545455,0
-8.384904215,64.86777356,53.84615385,60.86956522,-54.69
81.78571429,160.1914622,46.42857143,58.33333333,-780
826.6635878,701.0695289,80.76923077,66.66666667,305
-233.7103175,167.6883413,40.74074074,40.42553191,-465
-129.5265463,-15.85133521,36.84210526,41.93548387,0
-185.1772031,-160.0373155,50,56.25,0
-64.60283251,204.9569176,52.94117647,53.125,0
66.46825397,-14.78153495,52.17391304,51.28205128,0
-86.44868637,-100.8498969,50,41.66666667,0
-123.7753147,65.08915002,31.25,45.83333333,0
707.469896,320.2628365,0,0,0
6.571193213,26.61273665,43.75,44,76.25
-57.09633279,51.64181231,60,64.1025641,246.25
36.48159551,52.58263678,77.77777778,71.42857143,0
64.97879037,377.4588851,44.44444444,48.88888889,-767.5
32.53284072,55.60478181,55.55555556,62.5,0
78.04871374,-14.6819366,38.88888889,32.35294118,-400
6.683087028,-16.27306774,20,32.25806452,-325
80.35303777,73.3771168,61.53846154,55.81395349,120
-33.90633552,55.40904527,52.94117647,55.17241379,0
-119.0147783,-192.540165,42.30769231,43.18181818,-600
-62.18801314,-96.01620169,40.74074074,46.66666667,645
13.96620142,15.71401433,29.41176471,41.37931034,-697.5
33.77452107,189.8928409,38.88888889,48.14814815,0
195.7411823,222.1066479,54.54545455,61.11111111,0
-45.96469622,-15.96640252,33.33333333,44.44444444,0
12.82156541,-36.59872992,46.15384615,45.83333333,407.5
-61.29452655,39.9748046,46.42857143,53.19148936,-392
198.072318,87.66554494,50,48.93617021,518.75
-398.3408593,-383.1494925,42.85714286,52.08333333,-187.5
0,0,0,0,0
50.83128079,67.88021059,66.66666667,64,175
-104.9534756,19.56306991,44.44444444,55.31914894,385
-23.0090312,118.2704624,55.55555556,59.57446809,-2945
-29.43349754,27.8563287,53.84615385,71.42857143,400
74.89771483,-295.886751,51.85185185,46.80851064,1597.5
-51.47783251,-40.42553191,0,0,0
492.1934866,209.2243812,58.33333333,58.13953488,0
-621.1877395,-482.4066435,26.92307692,33.33333333,1250
-449.4964368,37.79551129,47.82608696,53.84615385,1168.7
158.418514,241.4043503,59.25925926,60.97560976,257.5
-421.8555008,-413.7765957,26.92307692,31.81818182,1050
225.2472304,165.6435861,50,48.88888889,2961
-197.0689655,-67.27624294,38.0952381,48.57142857,-837.5
110.3208812,8.804751954,51.85185185,61.70212766,-137.5
834.6298577,811.3167607,69.23076923,66.66666667,-390
-505.285988,-300.5712657,36.36363636,44.73684211,0
-88.89436234,-13.9710432,33.33333333,40,0
517.2311166,124.8907675,57.14285714,47.91666667,-1075
47.07175972,-26.54589666,31.57894737,32.43243243,0
-50.39066776,38.79769594,45.83333333,51.2195122,-2086.25
-399.1533251,-175.3660307,38.0952381,45.94594595,3993.75
46.30815545,103.444556,47.82608696,46.15384615,-362.5
72.92118227,80.03147362,50,51.1627907,0
79.76327313,75.96572406,50,31.25,0
140.8678845,75.88519051,70,68.57142857,2281.25
-31.16345101,-6.794534303,25,25,0
-279.5703339,16.1677703,56,65.11627907,300
38.49069513,-34.35071103,45.45454545,35.29411765,0
-215.7361795,31.69873535,50,51.2195122,2062.5
-355.3037767,1.608906861,0,0,-2327.5
-34.28981938,53.61702128,50,47.91666667,1412.5
-55.55281883,-12.18736431,60,57.14285714,630
-106.2585523,-136.7274343,44.44444444,43.47826087,-535
0.359879584,15.59134824,42.85714286,43.24324324,160
719.6462781,778.1327345,69.23076923,61.9047619,-1510
122.2913246,5.609069692,68.18181818,64.86486486,-715
37.1931445,26.12597699,57.14285714,54.54545455,0
250.9058566,470.4201042,0,0,-2732.5
68.27209907,170.3814318,57.14285714,59.375,-1780
-21.38081554,-18.37235942,53.84615385,51.11111111,-281.25
804.3377121,719.4737163,80.76923077,68.88888889,1273.75
10.2955665,68.048198,46.42857143,47.91666667,320
-252.0244937,140.6414188,40.74074074,42.55319149,345
20.85522715,14.48694637,50,52.63157895,0
49.51970443,164.595229,0,0,11537.5
-146.17474,-27.9788591,36.84210526,43.33333333,0
-95.01710454,195.9844496,50,54.83870968,0
69.26860974,-14.60906969,54.54545455,52.63157895,0
-93.03968254,-98.81502388,50,41.66666667,0
-117.7941981,55.37193335,33.33333333,45.83333333,0
718.8943623,338.4106329,0,0,-2525
7.696431308,26.24947406,50,46.15384615,843.75
-39.01648878,58.2081117,64,64.1025641,2531.25
-62.50410509,-96.45849164,52.63157895,57.57575758,0
37.47126437,51.57518726,75,71.42857143,0
431.4956212,355.8079136,63.63636364,61.9047619,-317.5
65.88396278,-8.447948328,38.88888889,33.33333333,0
-24.86384784,-25.57818606,20,32.25806452,-957.5
86.88834154,79.16793313,61.53846154,55.81395349,460
-212.6470991,-203.3312527,51.85185185,46.80851064,537.5
371.5465928,22.34347861,63.15789474,51.42857143,-18.75
-50.94417077,-92.41804168,44.44444444,46.66666667,7.5
36.31636563,15.05549826,35.29411765,43.33333333,785
34.92654351,171.1649365,38.88888889,48.14814815,0
27.8968254,-29.60214937,42.85714286,45.83333333,-110
22.05870279,-5.519159792,40,43.47826087,0
315.6130268,119.1835378,50,51.06382979,2531.25
-340.3188287,-384.3849734,46.42857143,52.08333333,2562.5
0,0,0,0,0
-110.8374384,7.832446809,44.44444444,55.31914894,215
11.65845649,106.0521602,55.55555556,59.57446809,370
-19.80788177,27.68085106,61.53846154,71.42857143,40
141.8243706,-281.7511127,51.85185185,45.65217391,0
-5.760810071,-42.69702562,0,0,0
-210.9742748,-62.09699305,0,0,1462.5
492.0313355,221.6816381,60.86956522,57.14285714,0
-557.0717022,-483.870495,29.62962963,35.55555556,730
-449.8866749,5.639534846,47.82608696,53.84615385,176.4
158.4267241,240.1637809,59.25925926,63.41463415,2293.75
-98.4243295,-106.2909792,45.45454545,43.58974359,0
310.1970443,187.2619952,0,0,-795
-35.77527367,-11.79604755,41.17647059,37.5,2612.4
258.9022551,160.0514557,53.57142857,50,2041.19
-209.7201697,-71.27469605,38.0952381,48.57142857,235
12.70114943,-67.75727312,61.11111111,45.71428571,255
113.6288998,6.210649153,51.85185185,61.70212766,500
7.679939792,-35.35537885,35.29411765,39.28571429,0
719.6462781,792.7633793,69.23076923,64.44444444,-1510
-441.3122605,-305.9677594,33.33333333,43.24324324,0
-90.42692939,-16.54078919,33.33333333,40,0
-967.2658593,-901.4789525,25,31.25,-368.2
-26.21510673,38.02594442,45.83333333,52.38095238,3551.25
-360.9811166,-175.7720908,40.90909091,47.36842105,56.25
-10.27401752,80.60509824,50,51.1627907,-850.6
-10.53605638,107.6599137,56.25,51.85185185,-573.75
-14.03633005,-4.971843791,40,33.33333333,1958.75
-238.0931856,5.170701259,57.69230769,67.44186047,450
68.91967707,108.9493324,0,0,0
-44.31581828,-10.68389058,60,57.14285714,0
-13.3121538,332.5993096,50,52.94117647,0
-2.413793103,17.57707338,42.85714286,42.10526316,-80
602.1880131,765.2120875,65.38461538,60.46511628,-432.5
34.32813355,26.73211572,57.14285714,54.54545455,0
152.1449097,435.0198111,0,0,-8890
28.55398194,160.5612923,52.38095238,57.57575758,-1507.5
-35.91785441,-22.3039112,51.85185185,48.88888889,-1595.31
772.3836891,742.7228751,81.48148148,68.88888889,613.75
-173.7346059,163.5168123,50,55.55555556,0
-147.0197044,-32.71032349,35.71428571,41.66666667,-325
-237.4493706,120.06269,40.74074074,44.68085106,3277.5
19.37465791,13.74782892,50,50,0
96.22331691,177.7614796,0,0,8597.5
-117.6101533,-165.6506459,50,53.33333333,0
69.10030104,-16.56521385,57.14285714,54.05405405,0
-110.3564587,45.16581633,31.25,44,-82.5
695.5904488,341.1491804,0,0,-5140
39.20741379,32.95837277,50,48.14814815,2875
39.2812671,49.41543639,71.42857143,76.92307692,0
373.7014231,356.62519,58.33333333,59.09090909,-1667.5
34.93431856,47.13960052,55.55555556,59.09090909,0
9.827244116,49.60499891,66.66666667,65.78947368,933.75
-31.84421182,43.07092651,52.94117647,51.85185185,0
81.6803503,143.3250109,61.53846154,63.63636364,-230
-52.96592775,-89.32180851,44.44444444,44.44444444,-900
243.3825506,215.5939014,58.33333333,63.15789474,0
-67.44252874,-13.64877334,0,44.44444444,0
-83.45580186,-33.37440295,37.5,53.84615385,0
-86.06858238,29.06566435,46.42857143,53.19148936,1045.2
443.433566,158.2816571,53.57142857,53.19148936,6093.75
-310.4402709,-383.6866994,46.42857143,50,-1893.75
0,0,0,0,0
-251.938971,-42.2788211,57.69230769,57.5,390
40.17515052,61.77200934,58.82352941,59.25925926,-812.5
-127.0470717,-6.270353886,44.44444444,53.19148936,-1060
62.17569787,93.68812419,57.14285714,61.70212766,2475
198.8454433,-265.0394187,53.84615385,44.44444444,0
30.31746032,-45.59921841,0,0,0
-176.4504652,-72.26986539,0,0,-1412.5
454.9110564,221.7956198,60.86956522,57.14285714,-2090
151.9865216,239.3420267,59.25925926,60.97560976,-211.25
-323.5796388,-413.83033,30.76923077,31.81818182,3820
