28wkSlope,48wkSlope,WinLoss28,WinLoss48,PL
296.4490969,179.8537234,0,0,-4430
279.6929584,156.1111414,57.14285714,50,176.4
21.20826492,-64.50743595,57.89473684,44.44444444,-805
115.7413109,4.063653387,55.55555556,61.70212766,100
13.28338807,-31.16722753,37.5,40.74074074,0
602.1880131,770.2949957,65.38461538,62.22222222,-432.5
-368.3894362,-307.9464286,30,41.66666667,0
479.7003284,145.1797927,57.14285714,47.91666667,322.5
-19.83912151,9.723244681,36.84210526,35.13513514,3772.7
-329.3770525,-178.9991994,39.13043478,46.15384615,-1162.5
32.8331965,116.5137864,45.45454545,47.5,4182.5
-40.25280515,94.19366696,50,53.48837209,6016.19
50.62534209,80.98743487,50,31.25,0
-126.3488697,-39.5905254,32.14285714,43.75,-1533.13
299.845717,119.3979999,71.42857143,70.58823529,0
-41.03345649,97.41159629,50,48.14814815,-5491.25
-8.182129174,-7.080099327,33.33333333,30,-1423.75
-179.9007937,2.719686279,59.25925926,67.44186047,1927.5
-89.0869595,39.04621689,50,52.5,0
69.11808976,104.7816706,0,0,0
-315.1443623,-1.117564047,0,0,8097.5
3.520114943,69.28435736,53.57142857,50,4752.5
-33.34154351,-9.312852801,60,57.14285714,0
-3.585112206,18.56627225,38.0952381,41.02564103,-410
474.8857417,749.2470419,64,60.46511628,0
130.1614669,15.42905992,72.72727273,66.66666667,108.5
18.46332786,22.93645517,50,50,-1686.25
51.00711549,120.6747992,46.42857143,54.16666667,-382.5
721.8729475,760.369423,77.77777778,66.66666667,-1921.25
-185.5011631,157.3850005,50,53.84615385,0
32.81882868,71.92900564,50,47.91666667,1280
-243.2231801,90.81944746,40.74074074,44.68085106,-2225
243.9347291,235.1650022,0,0,14002.5
-174.5491242,-49.39196157,36.84210526,42.85714286,0
-64.7044335,-167.1961843,47.05882353,55.17241379,0
62.3426382,-20.75200825,54.54545455,52.63157895,-872.5
-110.4317187,35.82894594,29.41176471,40,-1302.5
686.3485222,343.4053409,0,0,0
78.2001341,42.07785009,50,50,1170
62.98337438,77.15676563,62.5,64.1025641,0
23.16194581,-76.99345962,50,54.83870968,0
323.414751,360.9757653,61.53846154,60.86956522,1857.5
35.56547619,42.13865067,55.55555556,61.9047619,0
93.63984674,15.39486539,38.88888889,36.36363636,-225
-27.79419814,-30.80967759,26.66666667,37.5,1545
68.89709907,58.55311007,65.2173913,65.78947368,0
126.4066776,95.29472427,62.96296296,59.09090909,880
436.0683498,74.50743595,61.11111111,52.94117647,0
71.13574165,-158.3027573,42.30769231,43.18181818,-2480
-56.45525452,-89.33646331,48.14814815,46.66666667,112.5
21.45868363,130.209956,43.75,48.14814815,0
-78.48864258,-34.69699848,44.44444444,53.84615385,605
-304.6260947,-391.7378148,42.85714286,47.91666667,-4991.25
0,0,0,0,0
-257.4514231,-45.29513135,57.69230769,58.53658537,1365
-140.0355774,-18.50032566,48.14814815,53.19148936,300
122.2359059,83.96819366,57.14285714,61.70212766,1155
65.62397373,-36.85817412,0,0,0
416.0775862,226.182018,59.09090909,56.09756098,0
-433.5495348,-493.6267911,29.62962963,37.77777778,-3220
163.4883005,246.8374132,62.96296296,60.97560976,3237.5
-109.4355501,-99.9086789,45.45454545,43.90243902,-617.5
-296.2862616,-412.7909249,30.76923077,29.54545455,-3670
94.01481938,-0.860687147,44.44444444,39.39393939,-419.4
319.5628708,158.6369529,60.71428571,52.17391304,4393.19
-209.7714833,-74.49088146,38.0952381,50,585
119.6514094,5.99048795,59.25925926,61.70212766,887.5
474.8857417,749.2470419,64,61.36363636,0
-335.0643131,-321.1232631,30,41.66666667,-3680
-59.2925561,-10.32416956,40,43.75,4435
478.8690476,163.4244735,57.14285714,47.91666667,1760
-266.8513957,-172.1979483,41.66666667,47.5,3825
42.37616311,130.8421081,50,47.5,1345
34.34386973,81.82085866,57.14285714,33.33333333,0
-149.043202,-51.38160714,33.33333333,42.55319149,0
-52.55131363,86.53800749,52.94117647,51.85185185,2203.75
-10.43856048,-12.16863873,28.57142857,30,-1101.25
235.5979748,37.21653821,50,42.10526316,5535
-262.4883689,7.661338472,0,0,0
32.82498632,78.02567304,53.57142857,47.91666667,-1422.5
-10.65544609,15.67574902,38.0952381,41.02564103,-635
103.8437712,80.31756839,53.84615385,60.86956522,-31.25
-76.31055008,127.7656182,45.45454545,54.28571429,-2947.5
-80.76800219,-36.41113385,46.42857143,44.44444444,-798.44
-195.9007252,145.0921353,50,56,0
43.49343186,71.90485237,53.57142857,50,635
-179.4191297,-59.04703105,35.71428571,37.5,-1742.5
-220.9530651,72.86216348,40.74074074,44.68085106,3182.5
33.88273125,21.52165653,54.54545455,52.94117647,2457.5
-19.85426929,-168.2966511,50,55.17241379,0
-106.9555282,-89.33556774,50,41.66666667,0
-107.6826765,22.70964503,29.41176471,41.66666667,0
689.4458128,354.3593954,0,0,0
116.5476738,50.49620386,46.66666667,50,0
127.3316913,85.23176292,60.86956522,64.1025641,0
76.64066776,-71.1550152,47.05882353,56.66666667,0
43.30151888,49.61599001,75,76.92307692,0
309.7858511,364.8138298,61.53846154,60.86956522,30
-40.97427477,-36.69385041,25,36.36363636,-2062.5
141.3936782,66.6192195,63.63636364,65.78947368,0
-20.21414888,39.35464611,52.63157895,50,3383.75
441.3433908,94.0726091,55.55555556,50,-2587.5
86.25068418,121.4236865,60,62.79069767,0
102.0771757,-151.7265523,44,44.18604651,0
258.8098194,204.6344377,63.63636364,63.15789474,0
-84.4649699,-9.794018671,0,44.44444444,0
-112.9662835,12.25201911,39.28571429,51.06382979,-1090.2
70.35987958,3.018209944,53.33333333,50,0
625.0171045,199.9942331,50,53.19148936,-5850
-326.7703202,-413.369518,39.28571429,47.91666667,-5085
-257.9248768,-47.16592488,57.69230769,59.52380952,390
28.91351943,54.96024208,57.89473684,58.62068966,-600
-158.429803,-33.28253908,44.44444444,51.06382979,-1237.5
293.2331007,-231.2172302,52,40.90909091,-2030
64.02572523,-43.60698003,0,0,-4890
-423.2019704,-517.7181937,29.62962963,37.77777778,-6220
-458.88422,-100.0064563,52.17391304,53.84615385,0
159.1858238,252.1674175,62.96296296,58.53658537,-1370
-117.6368363,-96.79901216,42.85714286,45,0
-264.2802408,-410.3766826,32,30.23255814,0
293.9614122,171.9417607,0,0,-1355
27.72646415,-20.27518454,41.17647059,39.28571429,825
247.194855,699.3702508,60,59.09090909,-12100
-207.9050356,-301.469822,35,44.44444444,13050
458.9880952,178.6328973,53.57142857,45.83333333,-2117.5
-88.96918719,58.8359987,35.29411765,34.28571429,0
54.54022989,38.41490719,50,54.54545455,1507.5
56.78297756,133.9787777,45.45454545,47.5,-1952.5
-175.3313848,-65.98148013,33.33333333,42.55319149,-581.88
-9.756431308,95.46087983,55.55555556,51.85185185,7148.75
24.25218938,-4.754803517,37.5,40,4915
-62.35153257,-7.700689318,53.84615385,66.66666667,-1525
53.93370279,56.33385801,50,52.63157895,0
-226.4764641,7.52686713,0,0,-2292.5
65.2244116,85.71971342,51.85185185,48.93617021,0
-12.18117132,-6.968085106,60,57.14285714,0
132.5599015,377.6727643,59.09090909,55.55555556,3707.22
58.09934319,646.7038917,56,57.77777778,-415
-10.54939792,15.59385855,42.85714286,50,0
59.401341,399.4763624,0,0,3592.5
-12.40216201,87.43310356,50,54.16666667,-4895
727.338191,824.4909493,77.77777778,71.11111111,743.75
63.27449371,72.22074468,53.57142857,52.08333333,695
-192.1059113,-74.37717108,33.33333333,38.29787234,0
-159.3685003,66.81529527,44.44444444,46.80851064,5415
17.41789819,-168.9520462,53.33333333,55.17241379,0
-64.40441981,161.3474273,40,54.83870968,-2320
28.83483853,-38.01305363,50,52.63157895,-222.5
-102.1093322,9.48776053,29.41176471,41.66666667,0
148.6653996,58.21343411,50,50,0
183.0805282,89.53810248,63.63636364,65.78947368,0
123.7106596,-68.41802812,50,58.62068966,0
44.55938697,49.36760475,75,76.92307692,0
42.20032841,35.25903713,54.54545455,61.9047619,-1068.75
89.80706076,32.68155667,42.10526316,38.23529412,3605
1.450465244,-23.51755862,29.41176471,38.23529412,7400
166.1494253,109.5017369,61.53846154,59.09090909,0
-129.6209633,-193.9652763,42.30769231,45.65217391,2571.25
3.571770662,43.47230515,55,51.72413793,895
441.8052135,113.6907023,61.11111111,51.42857143,112.5
79.78106185,108.0085758,64,65.11627907,510
-44.09893268,-86.03628419,48.14814815,45.65217391,1027.5
73.3531746,-7.024940295,46.66666667,50,207.5
-52.94129721,-32.30772362,50,57.14285714,0
-132.3064039,0.584476769,39.28571429,48.93617021,-720.6
95.41256158,11.18812419,56.25,52.17391304,1835
-311.4227559,-418.5573165,42.85714286,47.91666667,5078.75
-262.3111658,-52.35318063,53.84615385,58.13953488,-1342.5
20.39887794,50.37179766,57.89473684,58.62068966,0
355.9236453,112.058185,60.71428571,61.70212766,4970
-3.910782704,-166.5116153,50,48.57142857,0
353.7181856,-198.8873209,56,40.90909091,4970
-420.8347017,-528.7510855,33.33333333,37.77777778,1010
-119.9452655,-93.09379071,40,46.15384615,0
205.3940969,20.00398285,45,39.39393939,-2023.8
-191.1665298,-72.25887429,36.84210526,47.05882353,0
56.26847291,-45.04857794,64.70588235,45.71428571,0
112.2656678,6.62281535,59.25925926,61.70212766,918.75
39.69964423,-12.81684216,44.44444444,41.37931034,312.5
58.09934319,646.7038917,56,57.77777778,-415
-105.6308155,-283.1836192,35,41.66666667,-1300
31.60509031,4.894702562,40,50,0
410.2285167,191.2685899,53.57142857,43.75,-2852.5
-83.02904215,76.81430145,31.25,35.29411765,0
-908.8747537,-1026.851997,22.22222222,27.65957447,-678.99
79.99178982,39.57528224,52.17391304,53.48837209,0
-93.80644499,-137.938287,45.83333333,47.5,1443.75
58.10139573,129.3564101,40.90909091,46.34146341,-2627.5
-73.43370826,116.3126471,50,55.81395349,0
12.40900383,82.96664677,40,33.33333333,0
-193.8976601,-77.13290056,33.33333333,42.55319149,150.63
4.097222222,94.18523393,52.63157895,51.85185185,-3588.75
56.80829228,5.803707121,33.33333333,30,-10
123.0880542,60.83871581,52.38095238,52.63157895,0
-194.8864258,7.069718845,0,0,0
82.04022989,85.98146439,48.14814815,48.93617021,-2445
46.47783251,10.74033869,66.66666667,62.5,6560
165.3768856,380.5151579,54.54545455,55.55555556,-4368.01
-264.2374795,-203.6771331,40.74074074,37.77777778,470
-17.81472359,8.744843682,42.85714286,43.58974359,1535
83.31143952,406.8071537,0,0,5027.5
166.3435057,93.03761887,61.53846154,63.04347826,281.25
-168.1208949,87.90354972,42.85714286,51.42857143,0
-55.99753695,65.67479917,46.42857143,52.08333333,-1030
-129.6582759,-49.95445397,46.42857143,44.44444444,23.44
757.876642,852.7284384,77.77777778,73.33333333,1238.75
-225.3071976,119.3448762,52.94117647,54.16666667,0
-206.8602901,-87.41356383,34.61538462,36.95652174,0
-105.8504379,52.7484531,40.74074074,46.80851064,-2030
115.9619595,53.2290762,53.84615385,52.63157895,-1347.5
671.6064587,394.8579299,0,0,0
-219.0093049,-86.90987299,35.29411765,40,0
645.4577176,374.9986431,0,0,-2525
173.5646689,68.93170918,57.14285714,51.72413793,1451.25
232.2981664,101.6422872,68.18181818,65.78947368,3215
133.5669814,-67.75442358,53.33333333,60.71428571,0
333.2744937,396.3909846,66.66666667,62.5,432.5
40.74986316,-10.47628094,29.41176471,36.36363636,0
188.6398467,117.1542553,60,58.13953488,0
25.48782157,49.17220745,55,50,0
437.669335,133.0625136,61.11111111,51.42857143,0
68.36959496,11.71216891,40,42.85714286,0
-19.82409962,83.19864525,42.85714286,41.66666667,0
265.7431856,189.2282566,63.63636364,63.15789474,0
-77.80925014,2.303245766,50,54.54545455,950
96.4333607,0.993676726,50,54.16666667,1440
-41.48809524,-31.20223621,55.55555556,57.14285714,0
-149.7773399,-9.850825011,42.85714286,48.93617021,48.4
115.4905583,18.9181231,60,52.17391304,0
-252.2092228,-59.02111376,50,56.81818182,-680
11.54898741,47.45508576,57.89473684,57.14285714,0
-180.2339901,-59.73105732,38.46153846,47.82608696,-512.5
483.3908046,140.0393508,64.28571429,61.70212766,1265
101.8746579,-141.9556014,52.38095238,48.57142857,610
49.31691297,28.96607686,61.53846154,64,-2020
-454.8330597,-545.6334129,33.33333333,35.55555556,-4120
-484.5411084,-165.6689345,54.54545455,50,-187.9
161.0509031,260.7837603,60,56.41025641,0
-122.1305419,-86.32205276,42.10526316,44.73684211,0
-206.6776136,-397.4017586,37.5,33.33333333,1980
204.3596059,140.5541685,0,0,-9100
426.3553667,147.0883337,57.14285714,51.06382979,617.41
-180.5001368,-72.55997612,36.84210526,48.48484848,0
67.22495895,-38.19311767,68.75,44.11764706,0
113.3518062,10.69766337,59.25925926,61.70212766,387.5
-108.509168,599.8051455,54.16666667,56.81818182,0
1.557197592,-271.7075554,31.57894737,42.85714286,0
-82.52582102,94.09638678,33.33333333,36.36363636,0
-850.4246524,-1039.791339,22.22222222,27.65957447,1836.79
-6.116584565,-114.3562744,50,50,1481.25
-48.65460591,121.8057289,50,58.13953488,810.41
0.710864806,80.70587277,40,35.71428571,0
635.5028736,220.95073,83.33333333,75,0
51.09400657,103.4174853,55,55.55555556,4547.5
-2.191434045,-30.37329027,57.69230769,66.66666667,2115
607.7079912,177.4493867,58.33333333,47.36842105,0
89.25629447,92.28777681,50,47.82608696,0
-16.24384236,6.070885801,38.0952381,41.02564103,-455
120.2178435,33.98580656,72.22222222,67.56756757,0
-31.86850027,8.935288211,33.33333333,45.45454545,0
-198.5577449,71.36099653,42.85714286,52.77777778,1126.25
-88.06239737,49.72467977,46.42857143,52.08333333,945
-150.6600629,-55.65815675,46.42857143,44.44444444,23.44
792.7918035,873.578756,74.07407407,73.33333333,-945
-219.1786398,105.9030341,50,56.52173913,0
99.22550629,74.6819366,53.57142857,52.08333333,735
-211.585249,-98.39679223,34.61538462,39.13043478,807.5
146.6871921,66.32205276,53.84615385,52.63157895,0
-219.0154625,-90.77019106,31.25,37.5,0
57.98371648,-161.3799935,53.84615385,55.55555556,0
-36.06732348,134.6201286,43.75,56.66666667,2746.25
-9.351395731,-52.55821211,52.17391304,52.77777778,0
-112.0856596,-74.79385584,50,41.66666667,0
602.3487958,388.0578322,0,0,0
46.32457581,48.1735101,71.42857143,76.92307692,0
336.5441981,410.1029907,66.66666667,62.5,0
715.7724412,464.7109748,50,55.55555556,-22.5
76.92391899,7.190485237,29.41176471,34.375,0
208.5851122,123.1410117,57.69230769,58.13953488,-60
33.27894089,-139.5226335,50,47.82608696,230
82.53489327,64.83764383,55,51.72413793,4120
119.288451,-155.4743812,44,41.86046512,-2040
7.140804598,-73.05538971,55.55555556,48.93617021,840
-10.41851396,78.06701314,46.66666667,44,2428.2
257.8603695,179.8576471,70,63.15789474,0
-76.47304324,7.843709292,40,50,-805
-153.3147236,-17.62653061,42.85714286,48.93617021,918.4
-358.0490558,-442.1651786,42.85714286,47.91666667,895
-231.6858238,-65.35388624,50,59.09090909,790
579.8385331,167.7491316,64.28571429,59.57446809,-805
217.925561,-105.4977204,52.38095238,48.57142857,1430
86.88533114,37.32463092,61.53846154,65.38461538,1815
411.8117132,-123.7196727,54.16666667,39.53488372,-575
358.0569239,54.03631133,0,0,0
-454.0530925,-545.0629614,37.03703704,37.77777778,6080
-122.0682813,-77.87301889,45,44.73684211,107.5
-178.5057471,-391.0839123,33.33333333,32.55813953,-1840
92.90914067,95.46461138,0,0,-4925
309.8849754,38.31222102,45,43.75,0
-169.521757,-74.6747449,35,48.48484848,-240
55.26135742,0.628256622,47.05882353,41.37931034,0
-173.0555556,559.3914188,54.16666667,59.09090909,3115
49.39655172,-252.1067629,33.33333333,41.17647059,0
111.5079365,24.23713634,36.36363636,43.75,-565
330.9619595,231.5288482,60.71428571,45.83333333,247.5
-39.21923645,113.7778653,28.57142857,34.375,0
-802.1980405,-1044.998508,25.92592593,29.78723404,2706.2
135.1638615,49.89599164,54.54545455,52.38095238,923.75
-27.87470717,131.3530156,54.16666667,58.13953488,1738.41
-209.132162,-101.5707631,29.62962963,40.42553191,-751.88
688.5163519,241.8787994,77.77777778,71.875,-2570
115.7546524,25.6468465,33.33333333,33.33333333,0
695.4912425,220.4445289,63.63636364,44.44444444,0
-48.06718664,36.68326639,0,0,0
-117.1777504,6.207528224,0,0,5370
125.3790367,109.7444909,50,47.82608696,3117.5
152.2359059,43.62353452,66.66666667,62.5,0
-269.8843733,-214.5959075,40.74074074,37.77777778,1392.5
-254.9514231,507.7085595,50,56.81818182,-4977.5
106.1977285,39.39795918,76.47058824,66.66666667,0
-41.57772304,5.824535931,33.33333333,50,0
148.9025725,412.7179223,0,0,8610
220.1972633,103.8887956,60,64.44444444,132.81
-168.6942638,-61.57515903,42.85714286,44.44444444,-54.69
-187.7705939,97.88156752,50,58.33333333,2340
111.683087,73.14426835,53.57142857,52.08333333,-730
-220.0020525,-111.7093194,30.76923077,39.13043478,-1010
-35.21141215,28.54456144,40.74074074,46.80851064,-3800
174.7475369,78.99234694,57.14285714,55,87.5
-222.9139299,-95.81999023,31.25,36,-620
62.62999453,-159.3253365,58.33333333,55.55555556,0
-22.42645047,123.1317846,41.17647059,53.33333333,-1535
-111.8433224,-68.82167282,50,41.66666667,0
534.3329228,379.8934813,0,0,0
385.3964833,126.9577725,63.63636364,65.78947368,-1772.5
318.0199781,410.1066544,62.5,62.5,-2030
57.27627258,33.84851281,54.54545455,60,-1556.25
231.8226601,132.920647,61.53846154,58.13953488,1080
81.03174603,-118.8171,50,47.82608696,-2453.75
131.0741653,73.20288754,50,51.72413793,-2005
417.5646552,168.810044,61.11111111,51.42857143,56.25
35.9879584,63.98827616,62.5,61.9047619,0
100.2298851,-160.9123969,45.83333333,42.85714286,0
-10.78133552,-29.16956144,42.85714286,57.14285714,0
-159.1106732,-25.63693009,46.42857143,51.06382979,268.8
146.3423645,33.05837495,61.53846154,52.17391304,0
712.46237,237.4657376,60.71428571,53.19148936,2925
-352.7876984,-448.5041929,39.28571429,45.83333333,-710
0,0,0,0,0
-212.5184729,-74.2051129,46.15384615,57.77777778,-1050
-5.938697318,39.33592054,61.11111111,59.25925926,475
699.2775041,191.9675423,64.28571429,61.70212766,1765
340.15052,-69.83391229,52.38095238,51.42857143,580
121.0804598,44.64866479,57.14285714,62.96296296,-140
468.6138478,85.03609422,0,0,0
-288.3928571,-226.0305851,0,0,0
143.1499726,214.4437961,57.14285714,57.5,860
-514.3321921,-227.2848773,50,45.94594595,0
170.8155446,261.3522444,56.52173913,59.45945946,0
-127.8003558,-71.0453756,45,44.73684211,-605
-20.22988506,45.93057968,0,0,4665
356.2978654,45.24642314,47.36842105,41.93548387,0
434.8585961,135.9345924,53.57142857,48.93617021,-1864.8
58.96551724,-29.82739904,75,47.05882353,-2030
115.9191981,23.60508033,66.66666667,63.82978723,368.75
63.17049808,9.564291142,43.75,39.28571429,0
-254.9514231,507.7085595,50,56.81818182,-4977.5
147.1237001,32.65767477,36.36363636,40,0
257.1414888,239.2424284,60.71428571,45.83333333,-3390
-734.8988287,-1026.509497,29.62962963,29.78723404,4670.39
12.74288451,104.7465263,31.81818182,43.90243902,-1417.5
-22.02052819,142.0392721,58.33333333,58.13953488,340
-214.1688779,-110.6060655,33.33333333,40.42553191,873.13
740.6407362,261.8332067,76.47058824,70.96774194,0
122.6648878,110.214055,52.38095238,57.14285714,1715
772.65052,259.766066,63.63636364,47.05882353,0
315.1611248,73.62808022,52.38095238,57.89473684,2430
-73.3983306,20.59066978,0,0,0
-54.69006568,17.70245332,0,0,0
202.4740011,140.9798361,50,47.82608696,4005
199.3349754,58.79830656,66.66666667,62.5,0
289.7265326,356.5044751,42.85714286,55.55555556,-1817.2
-3.217022441,7.793638732,47.61904762,43.90243902,1200
-329.0004105,458.9242293,54.16666667,59.09090909,2727.5
91.7835249,44.76753148,75,65.71428571,0
-50.65339354,2.807140143,33.33333333,50,0
262.9686645,426.9790762,0,0,3712.5
250.8832622,109.2220397,56,62.22222222,-109.38
-253.6805556,33.11604429,38.0952381,52.77777778,-86.25
-125.0403667,32.71588689,46.42857143,50,-37.5
-177.5924576,-67.283953,42.85714286,46.66666667,78.13
808.6360837,874.5967895,66.66666667,73.33333333,-1785
-123.3477011,93.12276107,50,60,1593.75
-231.6988232,-124.8641717,30.76923077,36.95652174,-395
43.63505747,27.31057317,40.74074074,48.93617021,7395
994.0017789,509.5112353,0,0,0
-202.9310345,-96.06084455,31.25,38.46153846,1705
-53.64805692,-61.18473187,52.38095238,50,0
-102.7701149,-59.57528224,55.55555556,46.15384615,1063
-9.31923919,-5.777111376,33.33333333,41.66666667,0
469.4731801,381.0988385,0,0,1325
234.2289272,-58.84484911,50,57.69230769,0
293.8129447,417.9145408,62.5,60.86956522,0
983.8615216,511.3257165,50,57.77777778,327.5
80.40332512,43.91350955,63.63636364,60,3975
139.8960044,36.77689427,29.41176471,33.33333333,0
419.9702381,111.9335513,65.2173913,65.78947368,1453.75
253.0979748,141.9626574,57.69230769,56.81818182,-10
124.9315818,-100.7606247,48.14814815,47.82608696,-453.75
182.5478927,83.22751574,52.38095238,51.72413793,652.5
61.0591133,-55.83315241,55.55555556,46.80851064,682.5
131.3375753,32.72796353,46.66666667,48.14814815,0
208.591798,161.1891028,77.77777778,61.11111111,0
-52.96113848,19.42669887,57.14285714,66.66666667,337.5
157.5773125,25.56638081,56.25,56,95
8.411330049,-28.24237408,33.33333333,57.14285714,0
166.2110016,41.05663808,61.53846154,54.16666667,622.5
-303.6754242,-449.1115529,39.28571429,47.91666667,2125
845.0095785,227.0068932,64.28571429,61.70212766,3205
512.835249,-19.29385584,57.14285714,54.28571429,10120
153.01341,51.31051889,57.14285714,62.96296296,0
390.4354817,-61.4692792,54.16666667,37.20930233,-810
535.0314724,111.9802974,0,0,-2550
63.54064039,201.6011724,55,57.5,0
168.5721128,258.0460269,59.09090909,58.33333333,0
-136.392994,-72.7686713,40,44.73684211,-917.5
400.8207307,133.1233717,50,46.80851064,-2503.19
103.7339217,30.96436713,70.37037037,63.82978723,493.75
-329.0004105,458.9242293,54.16666667,59.09090909,2727.5
172.6847291,38.80685519,36.36363636,40,-565
224.2679256,258.6025022,60.71428571,47.91666667,5110
60.37526546,137.0337158,23.07692308,32.25806452,0
177.9231664,66.0069746,57.14285714,51.2195122,-280
315.1323892,-11.32693769,58.33333333,50,1950
20.76081007,99.3458261,31.81818182,43.90243902,1025
-28.98498358,143.0742249,54.16666667,58.13953488,-1571
-221.3192173,-117.1890795,37.03703704,40.42553191,31.25
784.9763957,280.0263244,76.47058824,70.96774194,0
163.8002874,116.4968248,57.14285714,58.62068966,836.25
166.4798851,43.85950391,33.33333333,33.33333333,0
157.4582649,-39.08733174,57.69230769,69.04761905,855
397.5605501,85.87969496,57.14285714,57.89473684,2125
-97.19417077,9.512863656,0,0,0
242.5807334,73.12852801,66.66666667,62.5,0
-298.1533935,-210.4893074,40.74074074,35.55555556,-432.5
68.87246853,47.40306122,68.75,62.85714286,-1092.5
361.0632184,437.1568335,0,0,1735
-134.7304324,24.58450934,42.85714286,47.91666667,-175
-81.57224959,86.03268834,50,57.69230769,-531.25
103.7883142,31.43834129,40.74074074,46.80851064,-1790
219.4081828,101.9298198,56.25,54.54545455,-1150
1086.005747,531.4258576,0,0,0
48.99562124,-153.7489145,63.63636364,55.55555556,0
-77.91598248,-61.90688776,52.38095238,47.05882353,-162.5
-91.04515599,-54.32056014,60,53.84615385,305.5
5.912014231,-9.597128745,35.71428571,41.66666667,0
406.8028188,373.4697948,0,0,0
282.0790203,109.7947351,57.14285714,53.33333333,420
507.5738916,161.4376628,72.72727273,65.78947368,965
252.778462,-47.69648285,58.33333333,57.69230769,965
263.923098,413.8265306,62.5,63.63636364,0
112.0022578,49.63600467,63.63636364,65,168.75
471.1781609,130.0599761,69.56521739,65.78947368,965
180.0749179,-77.76704299,51.85185185,50,2143.75
225.8801998,91.53393671,52.38095238,50,-336.25
416.8462644,215.2576124,66.66666667,57.14285714,356.25
36.85276409,35.19865393,59.09090909,60,0
73.44553914,-166.1566435,43.47826087,39.02439024,-980
90.2319376,-42.82498372,59.25925926,46.80851064,675
159.5942802,42.01150673,46.66666667,48.14814815,0
-4.843349754,40.53136127,35.71428571,40,0
178.6555501,148.0991413,77.77777778,64.70588235,0
169.6620142,34.00903713,56.25,52,-210
19.11330049,-27.37462006,40,57.14285714,0
-161.6008758,-42.00132436,46.42857143,51.06382979,-817.6
183.4195402,48.54741099,61.53846154,54.16666667,0
0,0,0,0,0
-206.0686918,-92.52143943,48,54.54545455,0
-2.907772304,33.93806991,66.66666667,62.06896552,350
-176.122058,-97.0248046,42.30769231,47.82608696,975
963.7397373,271.8885693,66.66666667,60.86956522,0
685.892173,39.24500651,55,52.94117647,0
581.9061303,136.6907295,0,0,0
-264.3780788,-234.5276541,0,0,0
-1.858237548,194.596586,52.63157895,56.41025641,0
-441.2243213,-283.9636822,47.61904762,47.22222222,0
174.1954023,253.384512,57.14285714,60,0
-135.771757,-367.9998914,39.13043478,34.88372093,2060
360.175936,128.0441565,53.57142857,48.93617021,583.8
63.41338259,23.38186604,50,42.30769231,0
-338.4516968,443.2080439,58.33333333,59.09090909,8822.5
453.2033388,-133.0335432,35.29411765,44.11764706,0
201.2267378,274.5425803,60.71428571,50,505
-708.2914997,-1005.186016,25.92592593,27.65957447,-2548
190.2216749,71.83096776,54.54545455,48.7804878,-165
430.613711,24.9935546,56.52173913,51.28205128,0
5.574028462,91.04564698,31.81818182,41.46341463,-2440
-1.949964423,155.2034954,54.16666667,58.13953488,2158.59
-43.01382047,63.76601172,16.66666667,31.25,0
828.6538725,298.9198871,77.77777778,71.875,965
198.1178161,121.6692222,60,58.62068966,0
188.7595785,52.35440187,33.33333333,33.33333333,0
899.4376026,332.201612,66.66666667,52.94117647,0
458.0411877,94.40254559,57.14285714,55.26315789,-1288.75
65.89285714,38.55514546,0,0,0
281.9731801,88.60887972,66.66666667,57.14285714,0
362.2853695,330.7918275,45.45454545,55.55555556,702.81
-309.4909688,-208.9346097,37.03703704,35.55555556,-550
16.89928845,13.16435085,42.85714286,43.90243902,180
-66.90407772,-4.407023448,33.33333333,55.55555556,0
289.9325917,122.0929825,64,62.22222222,117.19
-139.3062397,12.1345799,46.42857143,50,727.5
741.6307471,865.6803626,70.37037037,73.33333333,-1347.5
-54.69143404,74.42730949,50,55.55555556,-1410
154.2172961,70.41739036,50,50,-1130
176.8137657,35.86422601,44.44444444,48.93617021,2440
237.2509579,112.5736811,58.82352941,56.52173913,620
1178.323071,563.6117293,0,0,0
-164.4020252,-97.43486756,35.29411765,39.28571429,-2395
40.85659551,-150.2271494,63.63636364,55.55555556,0
21.18021346,88.7728642,40,50,-2003.75
-99.87137384,-60.26745007,52.38095238,47.05882353,20
-81.16201423,-50.94089231,54.54545455,53.84615385,-280
26.10290093,-11.87337169,40,44,787.5
308.9198851,123.863674,60,53.33333333,29.38
552.4339765,180.5987435,69.56521739,63.15789474,-660
50.56718664,44.29066706,71.42857143,78.57142857,507.5
246.2869458,401.3183891,60,66.66666667,0
118.693555,49.03658272,63.63636364,61.9047619,-2212.5
80.42692939,78.43302215,26.31578947,31.42857143,-210
511.9023673,147.6544182,66.66666667,63.15789474,-660
286.152162,159.6092054,61.53846154,56.81818182,-50
268.215312,103.3691109,57.14285714,51.61290323,1706.25
409.7495895,232.9939888,66.66666667,57.14285714,-993.75
46.20415982,25.54602692,57.14285714,58.97435897,0
74.21729611,-156.5995441,47.82608696,39.02439024,2520
126.5517241,-24.57528224,59.25925926,46.80851064,952.5
157.5926984,137.1348361,77.77777778,66.66666667,1277.41
27.89135194,-25.75512918,50,53.84615385,0
-158.2205802,-49.81854103,50,51.06382979,392
197.9679803,55.53069366,61.53846154,54.16666667,0
721.0077997,281.6190838,62.96296296,51.06382979,2162.5
